name,measure,measure_info,geo_type_name,geo_place_name,time_period,start_date,unique_id,indicator_id,geo_join_id,data_value
Nitrogen dioxide (NO2),Mean,ppb,CD,Bedford Stuyvesant (CD3),Summer 2021,6/1/2021,411055,365,306,13.05
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Jamaica,Summer 2019,6/1/2019,410983,365,106,13.05
Nitrogen dioxide (NO2),Mean,ppb,UHF42,South Beach - Tottenville,Annual Average 2010,12/1/2009,334326,365,406,13.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,West Queens,Winter 2010-11,12/1/2010,175395,375,303,13.05
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Northeast Bronx,Summer 2018,6/1/2018,175311,375,303,13.05
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Northeast Bronx,Summer 2018,6/1/2018,212572,375,403,13.05
Fine particles (PM 2.5),Mean,mcg/m3,CD,Financial District (CD1),Annual Average 2009,12/1/2008,667125,375,205,13.05
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Rockaways,2019,1/1/2019,175386,375,205,13.05
Nitrogen dioxide (NO2),Mean,ppb,CD,Rego Park and Forest Hills (CD6),Summer 2018,6/1/2018,175300,375,203,13.04
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),Annual Average 2020,1/1/2020,212546,375,105,13.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),Winter 2008-09,12/1/2008,667190,375,305,13.04
Nitrogen dioxide (NO2),Mean,ppb,CD,Queens Village (CD13),Summer 2019,6/1/2019,336581,375,403,13.03
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),Summer 2016,6/1/2016,175428,375,205,13.03
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper West Side,Summer 2010,6/1/2010,176562,375,205,13.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Winter 2009-10,12/1/2009,643325,375,103,13.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Central Harlem (CD10),Winter 2013-14,12/1/2013,876866,375,103,13.03
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,Summer 2010,6/1/2010,643414,375,405,13.03
Nitrogen dioxide (NO2),Mean,ppb,CD,Riverdale and Fieldston (CD8),Summer 2017,6/1/2017,825699,375,405,13.03
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Kingsbridge - Riverdale,Summer 2017,6/1/2017,175281,375,405,13.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Winter 2009-10,12/1/2009,643351,375,205,13.02
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Southeast Queens,Annual Average 2020,1/1/2020,212310,375,303,13.02
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Kingsbridge - Riverdale,Summer 2017,6/1/2017,176539,375,403,13.02
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southeast Queens,Annual Average 2020,1/1/2020,336808,375,306,13.02
Nitrogen dioxide (NO2),Mean,ppb,CD,Bensonhurst (CD11),Summer 2017,6/1/2017,667705,375,308,13.02
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),Summer 2010,6/1/2010,212814,365,303,13.02
Annual vehicle miles traveled,Million miles,per square mile,CD,Tottenville and Great Kills (CD3),2005,1/1/2005,874347,365,105,13.02
Annual vehicle miles traveled,Million miles,per square mile,UHF42,South Beach - Tottenville,2019,1/1/2019,649671,365,103,13.01
Nitrogen dioxide (NO2),Mean,ppb,CD,South Beach and Willowbrook (CD2),Annual Average 2021,1/1/2021,669832,365,103,13.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Summer 2012,6/1/2012,874353,365,103,13.01
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),Summer 2022,6/1/2022,742318,365,207,13.01
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Northeast Bronx,Summer 2020,6/1/2020,412485,375,302,13.00
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Willowbrook,2017-2019,1/1/2017,175324,375,406,13.00
Nitrogen dioxide (NO2),Mean,ppb,CD,Rockaway and Broad Channel (CD14),Annual Average 2012,12/1/2011,175408,375,406,13.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Southeast Queens,2005-2007,1/1/2005,602760,375,302,13.00
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2019,6/1/2019,211766,375,207,13.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Gramercy Park - Murray Hill,2005-2007,1/1/2005,175268,375,302,13.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Crotona -Tremont,2017-2019,1/1/2017,643377,375,302,13.00
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Borough Park,2005-2007,1/1/2005,876918,375,302,13.00
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Northeast Bronx,Summer 2020,6/1/2020,336859,375,405,13.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,High Bridge - Morrisania,2017-2019,1/1/2017,336805,375,305,13.00
Nitrogen dioxide (NO2),Mean,ppb,CD,Fort Greene and Brooklyn Heights (CD2),Summer 2020,6/1/2020,667543,375,105,13.00
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Southeast Queens,2017-2019,1/1/2017,874488,365,302,13.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Crotona -Tremont,2017-2019,1/1/2017,334021,365,306,13.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Bedford Stuyvesant - Crown Heights,2017-2019,1/1/2017,154540,644,316,13.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Ridgewood - Forest Hills,2017-2019,1/1/2017,154576,643,205,13.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Borough Park,2017-2019,1/1/2017,154481,645,316,13.00
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2019,6/1/2019,154564,643,105,13.00
Nitrogen dioxide (NO2),Mean,ppb,CD,Riverdale and Fieldston (CD8),Summer 2016,6/1/2016,817233,645,105,13.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,East New York,2017-2019,1/1/2017,667689,375,305,13.00
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Southeast Queens,Summer 2019,6/1/2019,213605,375,305,12.99
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),Summer 2014,6/1/2014,165944,375,305,12.99
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Kingsbridge - Riverdale,Summer 2016,6/1/2016,741210,375,305,12.99
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southeast Queens,Summer 2019,6/1/2019,669894,365,305,12.99
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Kingsbridge - Riverdale,Summer 2016,6/1/2016,214136,365,305,12.99
Nitrogen dioxide (NO2),Mean,ppb,CD,East New York and Starrett City (CD5),Summer 2017,6/1/2017,168599,365,305,12.99
Nitrogen dioxide (NO2),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),Summer 2021,6/1/2021,605943,365,205,12.99
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),Summer 2021,6/1/2021,628870,653,102,12.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,Long Island City and Astoria (CD1),Winter 2008-09,12/1/2008,518623,655,306,12.98
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),Summer 2015,6/1/2015,827590,650,202,12.98
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),Summer 2018,6/1/2018,131373,657,204,12.98
Nitrogen dioxide (NO2),Mean,ppb,Citywide,New York City,Summer 2019,6/1/2019,518939,657,104,12.98
Nitrogen dioxide (NO2),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),Summer 2023,6/1/2023,628506,657,304,12.98
Nitrogen dioxide (NO2),Mean,ppb,CD,Riverdale and Fieldston (CD8),Summer 2023,6/1/2023,131394,657,404,12.97
Nitrogen dioxide (NO2),Mean,ppb,CD,Rego Park and Forest Hills (CD6),Summer 2019,6/1/2019,605757,365,404,12.97
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),Summer 2018,6/1/2018,669743,365,404,12.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Greenwich Village and Soho (CD2),Summer 2009,6/1/2009,823430,365,205,12.97
Nitrogen dioxide (NO2),Mean,ppb,CD,Belmont and East Tremont (CD6),Summer 2022,6/1/2022,175994,375,404,12.96
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Northeast Bronx,2012-2014,1/2/2012,175952,375,404,12.96
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),Annual Average 2010,12/1/2009,602797,375,404,12.96
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Annual Average 2010,12/1/2009,212311,375,304,12.96
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Annual Average 2011,12/1/2010,825798,375,5,12.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Mott Haven and Melrose (CD1),Summer 2010,6/1/2010,411020,365,207,12.96
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Downtown - Heights - Slope,Summer 2020,6/1/2020,411021,365,207,12.96
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Downtown - Heights - Slope,Summer 2020,6/1/2020,742485,365,307,12.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,12/1/2013,334296,365,314,12.96
Nitrogen dioxide (NO2),Mean,ppb,UHF34,East Harlem,Summer 2022,6/1/2022,823173,365,207,12.96
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East Harlem,Summer 2022,6/1/2022,823492,365,307,12.96
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Flushing - Clearview,Summer 2018,6/1/2018,213437,375,314,12.95
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper East Side (CD8),Summer 2009,6/1/2009,643662,375,314,12.95
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),Annual Average 2019,1/1/2019,336499,375,104,12.95
Nitrogen dioxide (NO2),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),Summer 2020,6/1/2020,876924,375,304,12.95
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Flushing - Clearview,Summer 2018,6/1/2018,170378,365,314,12.95
Fine particles (PM 2.5),Mean,mcg/m3,CD,Lower East Side and Chinatown (CD3),Summer 2010,6/1/2010,823491,365,307,12.94
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),Summer 2011,6/1/2011,742505,365,314,12.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,Summer 2013,6/1/2013,169493,365,314,12.93
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),Summer 2014,6/1/2014,169552,365,314,12.93
Fine particles (PM 2.5),Mean,mcg/m3,CD,Greenpoint and Williamsburg (CD1),Summer 2011,6/1/2011,605912,365,107,12.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Downtown - Heights - Slope,Winter 2013-14,12/1/2013,410985,365,107,12.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Downtown - Heights - Slope,Winter 2013-14,12/1/2013,411056,365,307,12.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Washington Heights,Winter 2013-14,12/1/2013,742483,365,307,12.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,Summer 2012,6/1/2012,742504,365,314,12.92
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,Annual Average 2018,1/1/2018,221870,386,210,12.92
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Williamsburg - Bushwick,Summer 2023,6/1/2023,743671,386,210,12.92
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Williamsburg - Bushwick,Summer 2023,6/1/2023,826326,375,311,12.92
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bedford Stuyvesant (CD3),Winter 2010-11,12/1/2010,602993,375,209,12.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper East Side (CD8),Annual Average 2009,12/1/2008,412690,375,111,12.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),Winter 2010-11,12/1/2010,877188,375,309,12.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper East Side,Summer 2009,6/1/2009,336823,375,311,12.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Washington Heights and Inwood (CD12),Winter 2013-14,12/1/2013,336818,375,309,12.91
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Willowbrook,2015-2017,1/1/2015,216472,386,309,12.90
Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,High Bridge - Morrisania,2015,1/1/2015,216484,386,311,12.90
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,South Beach - Tottenville,2015-2017,1/1/2015,222577,386,402,12.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenwich Village - SoHo,Summer 2009,6/1/2009,222576,386,402,12.90
Nitrogen dioxide (NO2),Mean,ppb,CD,Flushing and Whitestone (CD7),Summer 2018,6/1/2018,412514,375,402,12.90
Fine particles (PM 2.5),Mean,mcg/m3,CD,Park Slope and Carroll Gardens (CD6),Winter 2013-14,12/1/2013,740980,375,402,12.90
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Gramercy Park - Murray Hill,2009-2011,1/1/2009,154553,644,411,12.90
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,2012-2014,1/2/2012,154551,644,409,12.90
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bensonhurst - Bay Ridge,2005-2007,1/1/2005,154509,644,109,12.90
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Washington Heights,2005-2007,1/1/2005,799812,646,502,12.90
Nitrogen dioxide (NO2),Mean,ppb,CD,South Beach and Willowbrook (CD2),Summer 2009,6/1/2009,605752,365,402,12.89
Fine particles (PM 2.5),Mean,mcg/m3,Citywide,New York City,Winter 2008-09,12/1/2008,649750,365,402,12.89
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),Summer 2021,6/1/2021,151556,655,402,12.88
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),Summer 2017,6/1/2017,151460,653,402,12.88
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Brooklyn,Winter 2008-09,12/1/2008,823497,365,309,12.88
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper East Side,Annual Average 2009,12/1/2008,605954,365,209,12.88
Nitrogen dioxide (NO2),Mean,ppb,CD,Bushwick (CD4),Summer 2023,6/1/2023,605960,365,211,12.88
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,Winter 2008-09,12/1/2008,823194,365,111,12.87
Annual vehicle miles traveled,Million miles,per square mile,CD,Tottenville and Great Kills (CD3),2019,1/1/2019,175404,375,402,12.86
Nitrogen dioxide (NO2),Mean,ppb,CD,Morris Park and Bronxdale (CD11),Summer 2020,6/1/2020,667233,375,402,12.86
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Manhattan,Summer 2011,6/1/2011,176622,375,402,12.86
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hunts Point and Longwood (CD2),Summer 2010,6/1/2010,877158,375,211,12.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southwest Queens,Winter 2008-09,12/1/2008,550051,375,209,12.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southwest Queens,Winter 2008-09,12/1/2008,550017,375,109,12.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,Annual Average 2011,12/1/2010,168543,365,308,12.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),Winter 2013-14,12/1/2013,169310,365,308,12.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Woodside and Sunnyside (CD2),Summer 2011,6/1/2011,214125,365,206,12.85
Nitrogen dioxide (NO2),Mean,ppb,UHF34,West Queens,Summer 2020,6/1/2020,154520,644,208,12.85
Nitrogen dioxide (NO2),Mean,ppb,UHF42,West Queens,Summer 2020,6/1/2020,154459,645,206,12.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Midtown (CD5),Summer 2018,6/1/2018,154447,645,106,12.85
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,Annual Average 2021,1/1/2021,154461,645,208,12.84
Nitrogen dioxide (NO2),Mean,ppb,CD,South Beach and Willowbrook (CD2),Annual Average 2018,1/1/2018,154473,645,308,12.84
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenpoint,Summer 2011,6/1/2011,213582,375,106,12.84
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Pelham - Throgs Neck,Summer 2018,6/1/2018,213606,375,306,12.84
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Pelham - Throgs Neck,Summer 2018,6/1/2018,336780,375,208,12.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fordham and University Heights (CD5),Winter 2009-10,12/1/2009,168482,365,306,12.84
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Greenpoint,Summer 2011,6/1/2011,168600,365,306,12.84
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,Summer 2011,6/1/2011,547692,365,308,12.83
Nitrogen dioxide (NO2),Mean,ppb,CD,Long Island City and Astoria (CD1),Summer 2020,6/1/2020,547694,365,308,12.83
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Manhattan,Winter 2012-13,12/1/2012,214137,365,306,12.83
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kingsbridge Heights and Bedford (CD7),Winter 2013-14,12/1/2013,168590,365,208,12.83
Nitrogen dioxide (NO2),Mean,ppb,Borough,Bronx,Summer 2021,6/1/2021,168472,365,208,12.83
Fine particles (PM 2.5),Mean,mcg/m3,CD,Greenwich Village and Soho (CD2),Annual Average 2009,12/1/2008,214127,365,208,12.82
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fordham and University Heights (CD5),Summer 2010,6/1/2010,151433,653,103,12.82
Nitrogen dioxide (NO2),Mean,ppb,Borough,Bronx,Summer 2023,6/1/2023,518508,653,105,12.82
Nitrogen dioxide (NO2),Mean,ppb,CD,St. George and Stapleton (CD1),Summer 2023,6/1/2023,518526,653,305,12.81
Nitrogen dioxide (NO2),Mean,ppb,CD,Bensonhurst (CD11),Summer 2019,6/1/2019,518506,653,103,12.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,Summer 2010,6/1/2010,518602,655,103,12.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Long Island City - Astoria,Summer 2010,6/1/2010,518620,655,303,12.81
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Flushing - Clearview,2015-2017,1/1/2015,827593,650,205,12.80
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bensonhurst - Bay Ridge,2015-2017,1/1/2015,827584,650,103,12.80
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Ridgewood - Forest Hills,2015-2017,1/1/2015,213603,375,303,12.80
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Pelham - Throgs Neck,Summer 2019,6/1/2019,165824,375,303,12.80
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Pelham - Throgs Neck,Summer 2019,6/1/2019,165942,375,303,12.80
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),Winter 2008-09,12/1/2008,171560,375,102,12.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hillcrest and Fresh Meadows (CD8),Winter 2008-09,12/1/2008,602833,375,102,12.79
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),Summer 2015,6/1/2015,643447,375,102,12.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/1/2010,412040,386,201,12.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/1/2010,168479,365,303,12.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Union Square-Lower Manhattan,Summer 2011,6/1/2011,168597,365,303,12.78
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jackson Heights (CD3),Winter 2008-09,12/1/2008,214148,365,317,12.78
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),Summer 2017,6/1/2017,547607,365,103,12.78
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),Annual Average 2022,1/1/2022,547605,365,103,12.78
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,Annual Average 2023,1/1/2023,214134,365,303,12.78
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southwest Queens,Summer 2016,6/1/2016,168467,365,203,12.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Crown Heights and Lefferts Gardens (CD9),Winter 2010-11,12/1/2010,168585,365,203,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Southwest Queens,Summer 2016,6/1/2016,628904,653,408,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Jamaica,Summer 2018,6/1/2018,518624,655,307,12.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,Highbridge and Concourse (CD4),Summer 2010,6/1/2010,518625,655,308,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Jamaica,Summer 2018,6/1/2018,628989,655,307,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Ridgewood - Forest Hills,Summer 2019,6/1/2019,628875,653,107,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Ridgewood - Forest Hills,Summer 2019,6/1/2019,130907,650,307,12.77
Nitrogen dioxide (NO2),Mean,ppb,CD,Williamsbridge and Baychester (CD12),Summer 2020,6/1/2020,827607,650,308,12.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morrisania and Crotona (CD3),Winter 2013-14,12/1/2013,130908,650,308,12.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,Financial District (CD1),Winter 2012-13,12/1/2012,827595,650,207,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF42,West Queens,Summer 2022,6/1/2022,628615,651,407,12.77
Nitrogen dioxide (NO2),Mean,ppb,UHF34,West Queens,Summer 2022,6/1/2022,628606,651,308,12.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fresh Meadows,Winter 2008-09,12/1/2008,628605,651,307,12.76
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southern SI,Annual Average 2015,1/1/2015,518846,651,107,12.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,Winter 2012-13,12/1/2012,547699,365,310,12.76
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2017,6/1/2017,605964,365,212,12.75
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2017,6/1/2017,154510,644,110,12.75
Nitrogen dioxide (NO2),Mean,ppb,UHF34,East Flatbush - Flatbush,Summer 2019,6/1/2019,154524,644,212,12.75
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenwich Village - SoHo,Annual Average 2009,12/1/2008,154493,645,410,12.75
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East Flatbush - Flatbush,Summer 2019,6/1/2019,154453,645,112,12.75
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatbush and Midwood (CD14),Winter 2008-09,12/1/2008,154449,645,108,12.75
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Washington Heights,Winter 2013-14,12/1/2013,154451,645,110,12.75
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bushwick (CD4),Winter 2010-11,12/1/2010,154465,645,212,12.75
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Williamsburg - Bushwick,Summer 2009,6/1/2009,154583,643,212,12.74
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,Winter 2008-09,12/1/2008,550026,375,112,12.74
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Flushing - Clearview,Winter 2008-09,12/1/2008,550024,375,112,12.74
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Stapleton - St. George,2012-2014,1/2/2012,165923,375,108,12.74
